drink_name,drink_price,restaurant_address,restaurant_name,restaurant_tel,restaurant_url
"当店は全テーブルに酒燗器を設置しております♪,酒燗器【かんすけ】の楽しみ方♪,様々な温度帯を楽しむ♪,お好きなお猪口をお選びください♪,豪華40種以上の日本酒を２時間飲み放題！！,超レアな【隠し酒】と季節限定酒,スパークリング日本酒も◎,而今,獺祭,義侠　純米　60%　山田錦,【期間限定】ソガ　ペールエフィス　サケ　エロティック,九頭龍,梵　ときしらず,七本槍,喜久酔　,宝剣　純米　湧水仕込み,伯楽星　特別純米,くどき上手　ばくれん,乾坤一　特別純米辛口,刈穂　山廃純米番外品,貴　特別純米,奥播磨　山廃純米,白瀑　ど辛　,播州一献　純米　超辛口,久保田　千寿,越乃寒梅　吟醸　別撰,八海山　清酒,秋鹿　純米　千秋,群馬泉,呉春　池田酒,新政（エクリュ）,若波　純米,而今（スペックは季節による）,山本　ピュアブラック / 純米吟醸,東洋美人　純米吟醸50,写楽　純米,紀土　純米吟醸,陸奥八仙　特別純米　赤ラベル,播州一献　純米吟醸　播州産山田錦,黒龍　いっちょらい,超王禄,王禄　出雲麹屋,神亀　純米辛口,一白水成　純吟,澤屋まつもと　純米,荷札酒,多賀治,獺祭,風の森,庭のうぐいす,みむろ杉　,来楽,蒼空,うたかた　スパークリング　【２８５ｍｌ】,鳩正宗,SAKEハイボール,すだちSAKEハイボール,ゆずSAKEハイボール,SAKEレモンサワー,SAKEグレープフルーツサワー,SAKEライムサワー,SAKE巨峰サワー,SAKE青りんごサワー,SAKEピーチ,SAKEカシス,SAKEモヒート,SAKEモスコミュール,侍ロック,自家製サングリア,本日のＳＡＫＥスムージー,モルツ,ハイボール,ジンジャーハイ,コークハイ,ロック,黒わら麦(麦),知心剣(麦),黒霧島(芋),富乃宝山(芋),れんと(黒糖),南高梅酒,蜂蜜梅酒,ウーロン茶,緑茶,コーラ,ジンジャーエール,オレンジジュース,グレープフルーツジュース","[1, 1, 1, 1, 2000, 799, 999, 699, 699, 659, 899, 699, 699, 699, 599, 599, 699, 699, 599, 699, 599, 699, 699, 699, 699, 599, 699, 699, 699, 599, 899, 699, 659, 659, 699, 699, 599, 699, 659, 599, 699, 899, 660, 599, 559, 699, 699, 699, 699, 559, 699, 599, 699, 1650, 599, 599, 599, 599, 499, 499, 499, 499, 499, 499, 499, 499, 499, 509, 529, 659, 549, 409, 439, 439, 459, 500, 600, 500, 600, 500, 509, 569, 299, 299, 299, 299, 299, 299]",大阪府大阪市北区曽根崎２-5-30　7階,日本酒ビストロ　蔵バル　梅田店,050-5816-6102,https://www.hotpepper.jp/strJ000981070/
"ザ・モルツ,オールフリー,翠ジンソーダ/翠ジンソーダレモン/翠ジンジンジャー,レモンサワー,コーラサワー/ライムサワー/オレンジサワー/ゆずサワー/巨峰サワー/ピーチサワー,パインサワー/ライチサワー/マンゴーサワー/カルピスサワー,ジムビームハイボール,ジムビームハイボール　濃いめ,ジンジャーハイボール/レモンハイボール/ライムハイボール,ライチハイボール/マンゴーハイボール/ピーチハイボール,カルピスハイボール/ゆずハイボール/巨峰ハイボール,コーラハイボール/オレンジハイボール/パインハイボール,【ワインサワー】赤玉パンチ,グラスワイン　（赤/白）,二階堂(麦),黒霧島(芋),鍛高譚(しそ),大関　蔵出し(辛口),梅酒,モヒート/モヒートコーラ/モヒートジンジャー/オレンジモヒート,レゲェパンチ,カシスオレンジ/カシスソーダ/カシスグレープ/カシスウーロン/カシスコーラ,ライチオレンジ/ライチソーダ/ライチグレープ/ライチウーロン/ライチコーラ,ファジーネーブル,サムライロック(日本酒+ライム),コーラ/ジンジャーエール/オレンジジュース/パインジュース/マンゴージュース,カルピス/ウーロン茶/緑茶,レモンソーダ/カルピスソーダ/ライムソーダ,ゆずソーダ/巨峰ソーダ/ピーチソーダ/パインソーダ/マンゴーソーダ,バイスサワー,ぎゅぎゅっと濃厚 あらごし　もも,ぎゅぎゅっと濃厚 あらごし　ゆず,ふわとろ　パイン,ウーロンハイ/緑茶ハイ,翠ジン緑茶ハイ","[429, 385, 429, 418, 418, 418, 418, 473, 418, 418, 418, 418, 495, 462, 638, 638, 528, 638, 462, 418, 418, 418, 418, 418, 418, 319, 319, 319, 319, 418, 528, 528, 528, 418, 462]",大阪府大阪市北区堂山町3-13 3F-B,居酒屋　完全個室×3時間食べ飲み放題　椿-TSUBAKI- 梅田東通り店 ,050-5877-3977,https://www.hotpepper.jp/strJ001294842/
"スミノフレモネード,スミノフゲレップル,スミノフグレーピー,キリン零ICHI（ゼロイチ）,キリン一番搾り（生）,バリハイ,ビンタン,ハートランド,ハイネケンエクストラコールド,バリラックス ラテ,カフェトロピカルアイランド,抹茶オーレアイスバニラ,ブレンドコーヒー,チャイ タピオカ入り,マンゴジュース,グァバジュース,ライチ ジュース,スパイシージンジャーエール(辛口),グラスワイン(赤／白),アルトザーノ　テンプラニーリョ（赤）,チウ・チウ　ピチェーノ,シャトー・レイソン（赤）,カッシェロ・デル・ディアブロ　シャルドネ（白）,グラススパークリングワイン,ヘネシーVSOP,クラウンローヤル,フォアロ－ゼス,ハイボール,ジンジャーハイボール,松竹梅【 熱燗or冷 】一合,銀座のすずめ　黒麹＜大分　麦＞,黒霧島〈宮崎　芋〉,瀞とろ〈鹿児島　プレミアム芋〉,かろやか梅酒,まっこい梅酒,紀州産　南高梅酒,アラック　プトゥリ（ココナッツ）,＜ジンベース＞ジントニック／ジンライム／ジンバック／トムコリンズ／ギムレット／オレンジブロッサム　他,＜ウォッカベース＞ウォッカトニック／モスコミュール／スクリュードライバー／ウォッカライム／チチ　他,＜ラムベース＞ボストンクーラー／キューバリブレ／ダイキリ／ピニャコラーダ／X.Y.Z,＜テキーラベース＞テキーラサンライズ／マルガリータ,＜ワインベース＞キール／キールロワイヤル／キティ／ワインクーラー／オペレータ／カリモーチョ　他,＜ビアベース＞レッドアイ／シャンディガフ／パナシェ,＜その他＞ファジーネーブル／カシスオレンジ／スプモーニ／チャイナブルー／マンゴーオレンジ　他","[840, 840, 840, 630, 690, 840, 840, 760, 840, 750, 880, 880, 600, 700, 600, 600, 600, 580, 650, 3300, 3980, 8800, 4800, 880, 980, 780, 750, 650, 680, 730, 680, 680, 850, 680, 730, 780, 780, 630, 630, 630, 680, 680, 680, 630]",大阪府大阪市北区梅田１‐９‐２０　大阪マルビル３Ｆ,バリラックス　THE　GARDEN　梅田　BALILax,050-5827-0473,https://www.hotpepper.jp/strJ000013777/
"JJ（ジャスミン焼酎×ジャスミン茶）,抹茶ハイ,ウーロン茶ハイ,コーン茶ハイ,翠ジンソーダ,角ハイボール,コーラハイボール,ジンジャーハイボール,トマトハイボール,ドラゴンハイボール(紹興酒×ソーダ),レモンサワー,凍結丸ごとレモンサワー,トマトサワー,男梅サワー　,がりチューサワー,南高梅の梅干しサワー,ブドウサワー,青りんごサワー,ラムネサワー,マンゴーサワー,プレミアムモルツ,スーパードライ中瓶,サッポロラガー中瓶,オールフリー(ノンアルコール),山崎樽で仕込んだ梅酒,濃厚梅酒,もも酒,いちご酒,ホッピーセット(黒・白),なか,そと,豪快(熱燗・冷酒),賀茂鶴　純米(熱燗・冷酒),秋鹿　純米(熱燗・冷酒),【芋】一刻者,【芋】三岳,【麦】知心剣,【麦】一粒の麦,オレンジジュース,コーラ,ジンジャエール,ラムネ,ジャスミン茶,抹茶,ウーロン茶,コーン茶,いちごミルク","[429, 429, 429, 429, 429, 429, 462, 462, 462, 462, 429, 539, 429, 429, 462, 495, 539, 539, 539, 539, 539, 605, 605, 495, 495, 495, 495, 495, 495, 220, 275, 495, 550, 605, 429, 495, 429, 495, 319, 319, 319, 319, 319, 319, 319, 319, 429]",大阪府大阪市北区梅田１-1-3　大阪駅前第3ビル地下2階29号室,焼売のジョー　大阪駅前第3ビル店,050-5281-0456,https://www.hotpepper.jp/strJ003341178/
"サンタカロリーナ　プレミオ　ボトル　＜赤＞,テッレフォルティ　モンテプルチアーノ・ダブルッツォ　＜赤＞,バロン　ドレスタック　ボルドー　ボトル　＜赤＞,ダークホース　ビッグレッドブレンド　ボトル　＜赤＞,ヤルンバ　シラーズ　ヴィオニエ　ボトル　＜赤＞,テラノブレ　カベルネ　ソービニヨン　レセルバ　＜赤＞,カーニヴォ　カベルネソーヴィニヨン　ボトル　＜赤＞,テラノブレ　ソーヴィニヨンプラン　レセルバ　＜白＞,ダークホース　シャルドネ　＜白＞,ヤルンバ　ヴィオニエ　＜白＞,フレシネ　ミーア　＜白＞,フレシネ　エックス　＜スパークリング＞,ミオネット　ヴァルドッピアーネ　プルセッコ　＜スパークリング＞,香の泉　金紋（＋３）,獺祭【純米大吟醸】磨き45,宝剣（純米　＋１０）,ちえびじん（純米　＋2.1）,写楽（純米酒　＋１）,醴泉（特別本醸造　＋７）,黒龍　吟醸（＋5.5）,土佐しらぎく　特別吟醸（ー１）,上喜元　猩々(しょうじょう）,美丈夫　吟醸　麗（＋５）,プレミアムモルツ　～香るエール～,オールフリー（ノンアルコールビールテイスト系飲料）,シャンディーガフ,角ハイボール,角コーラ/角ジンジャー,ジムハイボール,ジムビームジンジャー/ジムビームコーラ,メーカーズマークハイ,メ－カーズジンジャー/メーカーズコーラ,ジムビームハイボール　メガジョッキ,ごろごろフルーツサワー,ごろごろおかわり,こだわり酒場のレモンサワー,サワー,カクテル各種　〈お好きなリキュール×お好きなソフトドリンク〉,〈麦〉村正,〈麦〉兼八,〈麦〉中々,〈麦〉おこげ,〈芋〉黒霧島,〈芋〉赤兎馬,〈芋〉富乃宝山,〈芋〉大隅,大和美人,ゆず梅酒,マンゴー梅酒,あらごし梅酒,赤玉ぶどうサワー,赤玉ジンジャー/赤玉コーラ,ワインカクテル　各種,シャーリーテンプル　(ジンジャーエールー＋　ライム　＋グラナデン）,クランベリーカルピス　（クランベリー　＋　カルピス）,パイナップルエード　（パイン　＋　ソーダ）,ロシアンハート　（グレープフルーツ　＋　ジンジャーエール）,オレンジエード　（オレンジ　＋　ソーダ）,柚子スパークリング　（柚子　＋　ソーダ）,ピニャコラーダ　（パイン　＋　ココナッツミルク）,コーラモヒート,ベリーベリージンジャー,瞬間サングリア　赤 or 白,ソフトドリンク各種","[2400, 2200, 3830, 3520, 3850, 3500, 4600, 3300, 3720, 4050, 3300, 3300, 3850, 700, 1280, 880, 760, 910, 1130, 1580, 1430, 990, 1320, 680, 500, 650, 650, 680, 600, 630, 700, 730, 880, 780, 380, 550, 550, 650, 640, 800, 690, 690, 600, 800, 750, 640, 550, 650, 650, 650, 500, 530, 660, 500, 500, 500, 500, 500, 500, 550, 500, 500, 600, 420]",大阪府大阪市北区角田町5-1　楽天地ビルＢ1,個室　熟成肉と熟成魚　こなれ　梅田店,050-5827-1452,https://www.hotpepper.jp/strJ001145730/
"メロンクリームソーダ【ランチタイム限定】,イチゴクリームソーダ【ランチタイム限定】,マンゴークリームソーダ【ランチタイム限定】,ブルーベリー＆パインクリームソーダ【ランチタイム限定】,プレミアムモルツ【生】,カールスバーグ【小瓶】,箕面ビール【小瓶】　ペールエール/スタウト,オールフリー【ノンアルコール】,ジムビームハイボール,知多ハイボール,レモンサワー/グレープフルーツサワー／梅サワー,ウーロンハイ,カシスリキュール系,ウォッカ系,ジン系,イタリアンアイスティー,ミモザ,キティ,【スパークリングワイン】・・・グラス,ハウスワイン　(赤／白),スパークリングワイン　【ボトル】,ワインメーカーズノート　シャルドネ,センシィ　ヴィルト　ビアンコ,シャルドネ　クズマーノ,ペーターメルテス　アウスレーゼ,レッドブリッジ　シャルドネ/ヴィオニエ,マルキ・ド・ボーラン　ソーヴィニヨン　ブラン,ヤルンバ　ワイシリーズ　ヴィオニエ,ワインメーカーズノート　カベルネソーヴィニヨン,センシィ　ヴィルト　ロッソ,カルヴィンソン　レ　ヴィニュロン　メルロー,カステル　バロン　レスタック　ボルドー　ルージュ,ダークホース　ピノノワール,イル・プーモ　プリミティーボ,カーニヴォー　カベルネソーヴィニヨン,コーヒ/アメリカン（ホット）/カフェラテ,紅茶,ハーブティー,オレンジジュース／グレープフルーツジュース,コーラ／ジンジャーエール","[600, 600, 600, 600, 600, 700, 880, 550, 500, 780, 500, 500, 500, 500, 500, 600, 600, 600, 550, 500, 3300, 2900, 2900, 2900, 3500, 3500, 3500, 5800, 2900, 2900, 2900, 4000, 4000, 4000, 5800, 480, 450, 450, 420, 420]",大阪府大阪市北区角田町8-47 阪急グランドビル阪急32番街空庭Dining 29F,鎌倉グリル 洋食ビストロ,050-5289-7521,https://www.hotpepper.jp/strJ001185805/
"トリスハイボール,ジムビームハイボール,プレーン/ライム/レモン/カルピス/巨峰/柚子蜜/ラムネ,紀州南高梅酒,沖縄県産　黒糖梅酒,徳島県産　柚子梅酒,リンゴ酒/マンゴー酒,あらごし梅酒/あらごしみかん酒/にごり杏露酒,芋/麦　焼酎,パーフェクトサントリービール,シャンディガフ/レッドアイ/レモンビア,オールフリー（ノンアルコールビール）,プレーン,柚子/ざくろ/ブルーベリー/グレープフルーツ/カラマンシー/桃/パイナップル,チャミスル　グラス,チャミスル　ボトル,ジンロ　グラス,ジンロ　ボトル,鏡月　グラス,鏡月　ボトル,ふんわり鏡月アセロラ　グラス,ざくろ/パイナップル/もも,JINROマッコリ　グラス,JINROマッコリ　甕-かめ-,米マッコリ　グラス,米マッコリ　甕-かめ-,カシス,ピーチ,ウォッカ,ジン,ヨーグルト,生搾りファジーネーブル,生搾りカシスオレンジ,コカ・コーラ/ジンジャーエール/リアルゴールド,オレンジジュース/グレープフルーツジュース/パインジュース,ブラッドオレンジジュース,ウーロン茶/コーン茶（アイス・ホット）,柚子茶（アイス・ホット）/黒烏龍茶,ヘテぶどうジュース/ヘテ桃ジュース/ヘテ梨ジュース,セクセクオレンジ/チルソンサイダー","[440, 528, 462, 462, 462, 462, 440, 528, 462, 528, 495, 473, 880, 990, 418, 1298, 418, 1298, 418, 1298, 440, 495, 462, 1628, 462, 1628, 528, 528, 528, 528, 528, 495, 495, 385, 385, 440, 462, 418, 330, 330]",大阪府大阪市北区中崎西３－３－１５　JR高架下第37号,韓国料理×食べ放題 サムギョプサル専門店 べじとん 梅田中崎町店,050-5877-1015,https://www.hotpepper.jp/strJ000638071/
"アサヒスーパードライ,ドライザクール,ハイネケン/コロナ・エキストラ,ノンアルコールビール・アサヒ・ドライゼロ,ジーマ,スミノフアイス/スカイブルー,レッドブル　エナジードリンク/シュガーフリー/レッドブルイエロー,グラスワイン　赤・白 (グラス),ベルモット　チンザノ・ロッソ/チンザノ・ドライ,ガンチア・アスティ　スプマンテ,ガンチア・ロミーナ　グレープフルーツ/ライチ/ピーチ,モエ・エ・シャンドン ブリュット アンペリアル 750ml,モエ・エ・シャンドン　ブリュット　アンぺリアル　ロゼ 750ml,モエ・エ・シャンドン　ネクター　アンぺリアル 750ml,ドン・ペリニョン,ドン・ペリニョン　ロゼ,ジントニック/ジンバック,ジンフィズ,ネグローニ,ギムレット/マティーニ,モスコミュール/スクリュードライバー,シーブリーズ/ブラッティメアリー/ソルティードッグ,カミカゼ,バラライカ,ラムトニック/ソルクバーノ,モヒート,ダイキリ/X・Y・Z,テキーラバック/メキシコーク,マタドール,マルガリータ,シャンディーガフ,キール/キティ,スプリッツァー/アメリカンレモネード,カリモーチョ/オペレーター,ワインクーラー,ハイボール/コーラハイボール/ジンジャーハイボール,ゴッドファーザー,マンハッタン/サイドカー/アレキサンダー,フローズンカルアミルク/フローズンカシス/フローズンマルガリータ,シンガポールスリング/ピニャコラーダ/ブルーハワイ/ロングアイランドアイスティー/セックスオンザビーチ,カシスソーダ/カシスオレンジ/カシスグレープ/カシスウーロン,シャーリーテンプル/カンパリソーダ/カンパリオレンジ/スプモーニ,マリブコーク/マリブパイン/ピーチウーロン/ファジーネーブル,ライチグレープ/チャイナブルー,アマレットジンジャー/ヨーグルトオレンジ/ヨーグルトパイン,カルーアミルク/ベイリーズミルク/ストロベリーミルク/抹茶ミルク,スノーボール/メロンボール/ピーチフィズ,マンゴーフィズ/アプリコットクーラー,ダージリンクーラー/グラスホッパー,イエーガーマイスター,ウーロン杯/緑茶ハイ/紅茶ハイ/ジャスミンハイ,グレープフルーツサワー/レモンサワー/カルピスサワー,ジム・ビーム/アーリータイムズ/フォアローゼズ,I.W.ハーパー,デュワーズ,ザ・グレンリベット　/グレンフィディック,ジャック・ダニエル/カナディアン・クラブ/オールドオーバーホルト,（芋）黒霧島/さつま小鶴,（麦）二階堂/壱岐,（米）白岳　しろ,（紫蘇）鍛高譚/（黒糖）れんと/（泡盛）残波,紀州産　南高梅酒,ミスティア,ウーロン割/緑茶割,ソーダ割,烏龍茶/緑茶/ジャスミン茶/コーラ/ジンジャーエール,オレンジジュース/グレープフルーツジュース/パインジュース,アップルジュース","[710, 810, 810, 590, 759, 760, 590, 616, 704, 4895, 4895, 12100, 16500, 17600, 37950, 73150, 740, 830, 770, 830, 740, 770, 860, 913, 710, 960, 830, 710, 830, 830, 810, 860, 830, 860, 830, 740, 810, 830, 920, 980, 740, 710, 740, 740, 740, 740, 770, 770, 860, 740, 650, 690, 690, 710, 710, 870, 690, 650, 715, 690, 650, 610, 760, 110, 110, 480, 500, 520]",大阪府大阪市北区堂山町4-12白馬車ビル8階・9階,ダイニングダーツバー Bee 梅田店,050-5861-6414,https://www.hotpepper.jp/strJ000013441/
"アサヒスーパードライ,クリアアサヒ樽詰（新ジャンル）,シャンディガフ【ビール×ジンジャーエール】,ウイスキー（ブラックニッカ）,ハイボール,コークハイボール,麦焼酎（一番札／いいちこ）,芋焼酎（黒霧島／富乃宝山）,紫蘇焼酎（鍛高譚）,冷酒／熱燗（豪快／白雪／辛丹波）,こだわり梅酒,グラスワイン　赤／白,サングリア　赤／白,ゴロゴロマンゴーサワー,追いサワー,プレーンサワー,レモンサワー,ライムサワー,グレープフルーツサワー,柚子サワー,オレンジサワー,巨峰サワー,ピーチサワー,カシスサワー,トマトサワー,カルピスサワー,紅茶ハイ,烏龍ハイ,緑茶ハイ,ジンベース,カシスベース,ライチベース,ウォッカベース,カルーアベース,ピーチベース,マリブベース,ヨーグルトベース,ノンアルコールカクテル,緑茶,ウーロン茶,コカ・コーラ,ジンジャーエール,オレンジジュース,グレープフルーツジュース,レモンスカッシュ,カルピスウォーター,マンゴージュース,トマトジュース","[660, 580, 630, 580, 580, 580, 590, 620, 590, 640, 550, 580, 620, 820, 420, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 600, 600, 600, 600, 600, 600, 600, 600, 590, 390, 390, 390, 390, 390, 390, 390, 390, 460, 460]",大阪府大阪市北区小松原町1-10 9階,チーズとお肉×夜景個室ダイニング 空Garden 梅田駅店,050-5816-0639,https://www.hotpepper.jp/strJ001168767/
"台湾ビール 金牌,マンゴービール,パインビール,ライチビール,青島(チンタオ)ビール,サッポロ赤星 (中瓶),キリン 一番搾り,レッドアイ,シャンディガフ,キリン零ICHI,つぶつぶみかん,みっくちゅじゅーちゅ,いちごミルク,午後の紅茶 ,プレーンサワー,生レモンサワー,こぼれパクチーサワー,杏仁カルピスソーダ,メロンクリームソーダ,レモンティーサワー,白桃,柚子,ライム,トニック,ハイボール,コークハイ,ジンジャーハイ,ウーカーピーハイボール,台湾ハイボール,ドラゴンコーク,ドラゴンジンジャー,バイス,ライチ,パイン,マンゴー,オロナミンC,紹興酒,梅酒,さんざし酒,芋,麦,ウーロン割り,ジャスミン割り,ウーロン茶,コーラ,ジンジャーエール,オレンジジュース,カルピス,カルピスソーダ,トマトジュース,ゆず茶,ジャスミン茶","[858, 858, 858, 858, 858, 748, 418, 440, 440, 440, 528, 528, 528, 528, 308, 418, 495, 605, 605, 495, 330, 330, 330, 330, 308, 385, 385, 385, 385, 418, 418, 528, 528, 528, 528, 528, 462, 418, 473, 418, 418, 418, 418, 308, 308, 308, 308, 308, 308, 308, 308, 308]",大阪府大阪市北区梅田１-11-4　大坂駅前第4ビル　B1　40A,大衆飯店ヌ。大阪梅田店,050-5451-2180,https://www.hotpepper.jp/strJ001234711/
"アサヒスーパードライ,クリアアサヒ樽詰（新ジャンル）,シャンディガフ【ビール×ジンジャーエール】,ウイスキー（ブラックニッカ）,ハイボール,コークハイボール,麦焼酎（一番札／いいちこ）,芋焼酎（黒霧島／富乃宝山）,紫蘇焼酎（鍛高譚）,冷酒／熱燗（豪快／白雪／辛丹波）,こだわり梅酒,グラスワイン　赤／白,サングリア　赤／白,ゴロゴロマンゴーサワー,追いサワー,プレーンサワー,レモンサワー,ライムサワー,グレープフルーツサワー,柚子サワー,オレンジサワー,巨峰サワー,ピーチサワー,カルピスサワー,カシスサワー,烏龍ハイ,トマトサワー,緑茶ハイ,紅茶ハイ,ジンベース,ウォッカベース,カシスベース,カルーアベース,ピーチベース,ライチベース,マリブベース,ヨーグルトベース,ノンアルコールカクテル,緑茶,ウーロン茶,コカ・コーラ,ジンジャーエール,オレンジジュース,グレープフルーツジュース,レモンスカッシュ,カルピスウォーター,マンゴージュース,トマトジュース","[660, 580, 630, 580, 580, 580, 590, 620, 590, 640, 550, 580, 620, 820, 420, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 560, 600, 600, 600, 600, 600, 600, 600, 600, 590, 390, 390, 390, 390, 390, 390, 429, 390, 460, 460]",大阪府大阪市北区小松原町1-10 9階,うにくと肉寿司 全席個室居酒屋　そざい庵～SOZAIAN～梅田駅店,050-5816-0643,https://www.hotpepper.jp/strJ001168766/
"スーパードライ（ピルスナー）,ドライゼロ,ニッカハイボール,角ハイボール,ジンジャーハイボール,コークハイボール,レモンチューハイ,ライムチューハイ,巨峰チューハイ,プレーンチューハイ,ホワイトチューハイ,ゆずチューハイ,トマトチューハイ,とうと（芋）,やんや（麦）,いいちこ（麦）,二階堂（麦）,黒霧島（芋）,鍛高譚（紫蘇）,富乃宝山（芋）,中々（麦）,魔王,豪快　一合,澪(スパークリング)　1本,讃岐くらうでぃ　グラス,久保田(千寿)　一合,梅ロック,梅ソーダ,梅ジンジャー,梅水割り,梅コーク,梅緑茶割り,赤ワイン,白ワイン,カシスオレンジ/カシスソーダ/カシスウーロン/カシスコーク/カシスジンジャー,ジンソーダ/ジンバッグ/ジンコーク/ジンオレンジ/ジンライム,ピーチオレンジ/ピーチウーロン/ピーチジンジャー/ピーチソーダ/ピーチコーク,ウォッカオレンジ/ウォッカコーラ/ウォッカソーダ/ウォッカジンジャー,コーラ,さわやか白ぶどうジュース,ホワイトウォーター,ジンジャエール,オレンジジュース,緑茶（温/冷）,黒烏龍茶（温/冷）","[528, 528, 418, 495, 440, 440, 418, 418, 418, 418, 418, 418, 418, 528, 528, 638, 638, 638, 638, 748, 748, 1078, 638, 1320, 858, 1078, 528, 528, 528, 528, 528, 528, 528, 528, 440, 440, 440, 440, 330, 330, 330, 330, 330, 330, 330]",大阪府大阪市北区曽根崎２-5-20 お初天神ビル3F,黄金出汁しゃぶと江戸前寿司　肉のあさつ　梅田お初天神店,050-5499-8564,https://www.hotpepper.jp/strJ003411553/
"アサヒスーパードライ 中ジョッキ,クリアアサヒ,シャンディーガフ(ジンンジャーエール),ノンアルコールビール(瓶),ウイスキー(ハイボール/水/ロック/お湯),ウイスキー(コーラ/ジンジャー),ジャックダニエル(ハイボール/水/ロック/お湯),ジャックダニエル(コーラ/ジンジャー),ブラックニッカディープブレンド(ハイボール/水/ロック/お湯),ドライ酎ハイ,緑茶ハイ,烏龍ハイ,レモンサワー,ライムサワー,グレープフルーツサワー,オレンジサワー,アセロラサワー,梅干しサワー,男梅サワー,おすすめの芋焼酎,黒霧島,一刻者,おすすめの麦焼酎,いいちこ,二階堂,梅酒,おすすめ日本酒,豪快(京都),高清水(秋田),■Cassis　　カシスソーダ,カシスオレンジ,カシスウーロン,カシスグレフル,■Peach　　ピーチソーダ,レゲエパンチ(ピーチウーロン),ファジーネーブル(ピーチオレンジ),■Gin　　ジンリッキー(ライムソーダ),ジンバック(ジンジャーエール),ジントニック,■Vodka モスコミュール(ジンジャーエール),スクリュードライバー,ブルドッグ,■Lychee　　ライチソーダ,ライチオレンジ,テキーラショット,パローマ,テキーラトニック,グラスワイン(赤・白）,ワインカクテル　キティー(ジンジャーエール),ワインカクテル　カリモーチョ,ワインカクテル　オペレーター,ワインカクテル　キール,緑茶,烏龍茶,コーラ,ジンジャーエール,アセロラソーダ,アセロラドリンク,オレンジジュース,グレープフルーツジュース,トニックウォーター","[693, 528, 693, 550, 583, 605, 605, 627, 858, 550, 605, 605, 638, 638, 638, 638, 638, 638, 638, 583, 605, 803, 583, 605, 803, 605, 605, 660, 968, 605, 660, 605, 660, 605, 605, 660, 605, 660, 660, 660, 660, 660, 605, 660, 715, 748, 748, 605, 660, 660, 660, 660, 440, 440, 440, 440, 440, 440, 440, 440, 440]",大阪府大阪市北区芝田２-3-9 EXCEL UMEDA 3F,完全個室完備 四季彩 －SHIKISAI－ 梅田店,050-5831-6850,https://www.hotpepper.jp/strJ001283853/
"ザ・モルツ,ハイネケン,コロナエキストラ,シャンディガフ,パナシェ,SUNTORY　ALL-FREE（ノンアルコールビール）,MAKER’S MARK PRIVATE SELECT CRAFTMAN UMAMI 限定,超炭酸ハイボール,ロック,コークハイ/ジンジャーハイ/オレンジハイ/グレープフルーツハイ,メロン（MIDORI)/マスカット,いちご/桃,ピーチリキュール,カシスリキュール,ワインベースカクテル,ジンベース,ウォッカベース,メロンベース,マスカットベース,UMAMIレモンサワー/至高のライムサワー,ゴロゴロパインサワー/特盛レッドグループサワー/凍結果実のオレンジサワー,CRAFT　SOUR　果肉入りおかわりサワー,プレーン,レモンサワー/アップルサワー/カシスサワー/ピーチサワー,梅/イチゴ/桃,芋/麦,【TEA】ストレートティー/レモンティー/ミルクティー/烏龍茶,【COFFEE】コーヒー/エスプレッソ,【COFFEE】カフェラテ,【COFFEE】カフェモカ・キャラメルラテ,【SOFT DRINK】オレンジジュース/グレープフルーツジュース/パイナップルジュース,【SOFT DRINK】コカ・コーラ/ジンジャーエール/トニックウォーター,【フルーツフロート】カシス/ピーチ/アップル,【フルーツティー】カシス/ピーチ/アップル,グラスワイン　赤/白,サングリア　赤/白,サンテロ　ブラック　ブリュット,デル・スール　ソーヴィニヨン・ブラン,ケープ・ハイツ　シュナンブラン,デル・スール　カベルネ・ソーヴィニヨン,レ・タンヌ　オクシタン　ピノ・ノワール","[462, 748, 748, 462, 462, 550, 880, 385, 418, 418, 528, 638, 418, 418, 418, 418, 418, 528, 528, 528, 528, 440, 385, 418, 528, 418, 385, 385, 418, 462, 330, 330, 462, 462, 418, 528, 3300, 2750, 3300, 2750, 3850]",大阪府大阪市北区中崎西２-4-25,自家醸造クラフトビール CRAFTMAN UMAMI（クラフトマン　ウマミ）梅田茶屋町店,050-5355-7752,https://www.hotpepper.jp/strJ001218161/
