drink_name,drink_price,restaurant_address,restaurant_name,restaurant_tel,restaurant_url
"ディルマ・ティー,オーガニック・ドリップコーヒー,一保堂　抹茶,一保堂　玉露,ベジタブルジュース,サンレイシアジュース,スペシャルカクテル　各1,989円,ノンアルコールカクテル　各1,616円","[1700, 1200, 1700, 1850, 1500, 1400, 1989, 1616]",大阪府大阪市北区梅田１-8-8 ,ヒルトン大阪　MYPLACE CAFE & BAR（マイプレイス カフェ＆バー）,06-6347-7111,https://www.hotpepper.jp/strJ000622461/
"生ビール,ノンアルコールビール,チューハイ,角ハイボール,知多ハイボール,ニッカセッション,山崎プレミアムハイボール,白州森香るハイボール,スピリッツ＆リキュール(カシス・ウォッカ）,Codorniy Clasicco -コド・ニュ・クラシコ-,Veuve Clicquot -ヴーヴ・クリコ (イエローラベル)-,Dom P?rignon -ドン・ペリニョン-,Belle Epoqie -ベル・エポック-,Cuvee de la Maison Blanc -キュヴェ・ドゥ・ラ・メゾン・ブラン-,Panamera Chardonnay -パナメラ　シャルドネ-,甲州,Menage　a　Piｍot　Grigio-メナージュ・ア・トロア・ピノグリージョ-,Whitehaven Sauvigion Blanc -ホワイトヘヴン　ソーヴィニヨン・ブラン-,Louis　Max　Chablis　-ルイマックス・シャブリ-,Stone　Barm -ストーン・バーン-,Toso　Cabemet　Sauvignon -トソ・カベルネソーヴィニヨン-,Beringer -ベリンジャー-,Vina Edmara Pinot Noir -ヴィーニャ・エドマラ・ピノノワール-,Las　Moras　Maldec -ラスモラス　マルベック-,Navigator California Cabernet Sauvigion -ナヴィゲーター　カベルネ・ソーヴィニヨン-,Pionner Block Pinot Noir -パイオニア・ブロック　ピノ・ノワール-,Chateau　des　Laurets -シャトー・デ・ローレ-,Cigalus Rouge -シガリュス　ルージュ-,Sequoia　Grove -セコイア・グローヴ-,Overture -オーバーチュアー-,Opus One -オーパス・ワン-,TAKUN -タクン-,SwartLand Chenin Blanc -スワートランド・シュナンブラン-,Menage a Pinot Grigio -メナージュ・ア・トロア・ピノグリージョ-,Sacchetto Pinot Noir -サケット・ピノノワール-,Armdor -アルマドール-,Las Moras Black Label -ラスモラス・ブラック・ラベル-,キティ,オペレーター,スプリッツァー,キール,サングリア,ミモザ,キールロワイアル,今月のハウスワイン(赤・白）,＜麦＞ 中々,＜麦＞ 兼八,＜芋＞ 富乃宝山,＜芋＞ 吉兆宝山,＜芋＞ 佐藤黒,＜芋＞ 魔王,＜芋＞ 森伊蔵,八海山 [新潟],秋鹿 [大阪],久保田千 [新潟],ジンジャーエール,オレンジジュース,コカコーラ,ウーロン茶,ペリエ,黒ウーロン茶,緑茶","[715, 550, 605, 660, 880, 880, 1100, 1100, 770, 3850, 12100, 49500, 55000, 4620, 5280, 5280, 6380, 7700, 8250, 3960, 4620, 5280, 5280, 6380, 8250, 11000, 11000, 13200, 13200, 49500, 77000, 720, 990, 1210, 990, 1210, 1540, 770, 770, 770, 770, 770, 880, 880, 715, 660, 1100, 660, 660, 1100, 1650, 3300, 660, 880, 1100, 440, 440, 440, 440, 440, 440, 440]",大阪府大阪市北区曽根崎新地１－７－１６　花柳ビル,串揚げとワイン　Ohana　北新地,06-6348-0087,https://www.hotpepper.jp/strJ001106362/
2時間3000円飲み放題,[3300],大阪府大阪市北区曽根崎新地１-7-8　新日本新地ビル東館1F,カラオケ　BAR　２－Ｋ,06-6347-8618,https://www.hotpepper.jp/strJ001248780/
"金麦,ハイボール　各種,スパークリングワイン,赤ワイン,白ワイン,リキュール　各種,スピリッツ　各種,梅酒,ゆずれもん,あんず酒,巨峰酒,烏龍茶,コーラ,オレンジジュース,カルピス,グレープフルーツジュース,アイスココア,ジンジャーエール,トマトジュース,ジャスミン茶,ストレートティー,アイスコーヒー","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",大阪府大阪市北区茶屋町2-16 イースクエアビル5F,ORIENTAL LOUNGE 茶屋町店,050-5368-0386,https://www.hotpepper.jp/strJ001224456/
"生ビール　アサヒスーパードライ,大瓶　サッポロ/キリン,ブラックニッカハイボール,プレーン/レモン/ライム/ゆず/巨峰/グレープフルーツ/カルピス,生フルーツチューハイ,おいチュー,芋,麦　中々,梅酒,日本酒,グラスワイン　赤/白,各種","[380, 580, 380, 380, 480, 250, 300, 300, 380, 450, 400, 280]",大阪府大阪市北区堂山町8-16  幸楽レジャービル1F,立ち飲み海,06-6363-0010,https://www.hotpepper.jp/strJ001264319/
"クリアアサヒ,アサヒスーパードライ,スーパードライエクストラコールド,フリージングハイボール,アサヒドライゼロ,ビールベース,ウイスキー,ブラックニッカハイボールカクテル,カナディアンミスト&ジャックダニエルブラックNo.7ハイボールカクテル,カシスベース,ジンベース,マリブベース,ピーチベース,ライチベース,ジンジャーベース,カルアベース,サワー,獺祭 50,獺祭 三割九分,獺祭 二割三分,獺祭 焼酎,獺祭スパークリング（180ｍボトル）,豪快,吟醸 ひやしぼり,八海山 清酒,朝妻 北乃風雪,玉乃光,名城 大吟醸,芋焼酎 黒霧島,芋焼酎 さつま司 .,芋焼酎 薩州宝山,芋焼酎 富乃宝山,麦焼酎 黒 よかいち,麦焼酎 一粒の麦,米焼酎 八海山 よろしく千萬あるべし,黒糖焼酎 喜界島,泡盛 久米島の久米仙30度,季節香るかのか 大人のカシス,季節香るかのか 和みのゆず,濃醇梅酒,蜂蜜梅酒,柚子梅酒,グラスワイン,サングリア,レアニス ビニュードス カベルネ,ホブノブ カベルネ・ソーヴィニヨン,レアニス ビニュードス ビアンコ,タクンレゼルヴァ シャルドネ,ホブノブ シャルドネ,タクンレゼルヴァ カベルネ,アンジュエール 白 (ハーフ),アンジュエール ロゼ (ハーフ),サントネージュスパーク ブリリア,モエ シャンドン ブリュット,ソフトドリンク","[649, 649, 759, 649, 649, 649, 462, 539, 649, 539, 539, 539, 539, 539, 539, 539, 539, 1089, 1639, 2739, 1089, 1639, 429, 539, 649, 649, 649, 759, 539, 649, 649, 759, 649, 649, 759, 649, 649, 593, 539, 539, 539, 649, 539, 649, 3299, 4399, 3299, 3299, 4399, 3629, 3520, 3520, 3520, 14080, 429]",大阪府大阪市北区堂山町4-17 固城ビル3F-B ,チーズタッカルビ 個室 SENBA 梅田東通り店,06-6948-8651,https://www.hotpepper.jp/strJ001098882/
"グラスワイン,ボトルワイン","[600, 3500]",大阪府大阪市北区西天満５-10-16植月ビル1F,ランデヴー・デ・ザミ,06-6362-1575,https://www.hotpepper.jp/strJ000827820/
"ビームハイボール,トリスハイボール,角ハイボール,「名物」勝男トリハイ,しょうがレモントリハイ,コーラトリハイ,ジンジャートリハイ,カルピストリハイ,ゴールデントリハイ,冷え柚子トリハイ,マス男さんビームハイ,マス男さん角ハイ,マス男さんトリハイ,知多　風香るハイボール,サントリーザ・プレミアムモルツ　中ジョッキ,サントリーザ・プレミアムモルツ　約1.5倍のおトクジョッキ！,オールフリー,ソウルマッコリ　グラス,ソウルマッコリ　ボトル,レモンチューハイ,たっぷり果肉レモンチューハイ,カルピスチューハイ,ゴールデンチューハイ,カシスソーダ,カシスオレンジ,マンゴージンジャー,マンゴーオレンジ,シャンディガフ,紀州産 南高梅酒 （ロック・ソーダ）,ぽってりみかん酒,ぽってり桃酒,ぽってりマンゴー酒,ロッシロック （赤・白）,芋焼酎/麦焼酎,日本酒（燗・ひや）,コーラジンジャー/オレンジジンジャー/ジンジャーエールティー,ジンジャーエールカルピス/ロイヤルオレンジ,ウーロン茶/コーラ/ジンジャエール,オレンジジュース/かぼすソーダ/カルピス,リアルゴールド","[198, 165, 220, 275, 308, 308, 308, 308, 330, 330, 385, 418, 308, 308, 198, 286, 308, 385, 1628, 308, 363, 330, 363, 385, 385, 385, 385, 385, 385, 418, 418, 418, 385, 385, 385, 242, 242, 165, 165, 198]",大阪府大阪市北区芝田２-３-２２,梅田応援団 大分からあげと鉄板焼 勝男,06-6359-8011,https://www.hotpepper.jp/strJ001157966/
"ザ・プレミアム・モルツ （中）,瓶ビール（スーパードライ）,オールフリー,レモン・ゆず・ライム・ぽんかん・カルピス　各,角ハイボール,メガ角ハイボール,ゆずハイボール,ジンジャーハイボール,コーラハイボール,カルピスハイボール,知多ハイボール,ぽってりマンゴー酒・ぽってり桃酒・ぽってりみかん酒,南高,大隅・富乃宝山・明るい農村・黒丸,大隅・中々・二階堂,ワイン(赤・白),カシスソーダ・カシスオレンジ・カシスウーロン,ピーチフィズ・ピーチウーロン・ファジーネーブル,ジントニック・モスコミュール,白鹿（辛口）　一合,烏龍茶・オレンジジュース・ジンジャーエール・コーラ・カルピス","[528, 528, 418, 418, 438, 649, 495, 528, 528, 495, 528, 528, 418, 528, 528, 418, 528, 528, 528, 308, 275]",大阪府大阪市北区茶屋町14-8,博多串焼きと鉄鍋餃子 よかちゃん 茶屋町店,050-5887-6932,https://www.hotpepper.jp/strJ001054158/
"クリアアサヒ,スーパードライ,ドライゼロ 瓶,ビールベース,トリスクラシックウィスキー,トリスクラシックウィスキー ハイボール,カシスベース,ピーチベース,ライチベース,マリブベース,カルアベース,ジンベース,ジンジャーベース,サングリア,サワー各種,麦焼酎,芋焼酎,米焼酎,黒糖焼酎,泡盛,季節香るかのか,濃醇梅酒,蜂蜜梅酒,柚子梅酒,清酒 豪快〈京都府〉　90ml,本醸造 司牡丹〈高知県〉　90ml,特別純米 美丈夫〈高知県〉　90ml,特別純米 雨後の月〈広島県〉　90ml,純米吟醸 玉乃光〈新潟県〉　90ml,大吟醸 北秋田〈秋田県〉　90ml,グラスワイン各種,レアレス ビニェードス カベルネ,タクンレゼルヴァ カルベネ,ホブノブ カベルネ・ソーヴィニヨン,レアニス ビニュードス ビアンコ,タクンレゼルヴァ シャルドネ,ホブノブ シャルドネ,アンジュエール（ハーフ）,サントネージュスパーク ブリリア,モエ シャンドン ブリュット,ソフトドリンク各種","[605, 649, 539, 649, 462, 539, 539, 539, 539, 539, 539, 539, 539, 539, 539, 649, 539, 759, 649, 649, 539, 539, 539, 649, 429, 539, 649, 649, 539, 759, 539, 3299, 3299, 4399, 3299, 3299, 4399, 1848, 3520, 14080, 429]",大阪府大阪市北区茶屋町13-6 TAG茶屋町ビル8Ｆ,地鶏ダイニング個室 綾瀬 ,06-6467-8091,https://www.hotpepper.jp/strJ001208118/
"PRODORY プロドライ (グラス),生ビール　ザ・プレミアム・モルツ～香るエール～,ノンアルコールビール　オールフリー,ロッソ（赤）,ビアンコ（白）,JIMBEAM Highball ジムビームハイボ,カシスオレンジ／カシスウーロン／カシスグレープフルーツ,ファジーネーブル／ピーチウーロン,デカンタ,グラス,モンテプルチャーノ リパロッソ（赤）【ボトル】,12.5 プリミティーヴォ（赤）【ボトル】,ソアーヴァ コルテ・ヴィオラ（白）【ボトル】,12.5 マルヴァジア（白）【ボトル】,コーヒー／紅茶,オレンジジュース／グレープフルーツジュース／ジンジャエール","[450, 450, 450, 550, 550, 450, 480, 480, 1400, 450, 3600, 3400, 3000, 3600, 280, 280]",大阪府大阪市北区中崎２-3-9,中崎パスタ店　山根屋,06-6459-7960,https://www.hotpepper.jp/strJ001135004/
"＜芋＞白波,＜芋＞黒霧島,＜芋＞からり芋,＜黒糖＞里の曙,＜紫蘇＞鍛高譚,＜麦＞中々,＜麦＞和ら麦,＜麦＞えんま,＜泡盛＞残波,＜柚子＞柚子小町,世界一のウーロン茶,ウーロン茶／ジャスミン茶／こうばし緑茶,冷やし柚子茶,コーラ／コーラゼロ／ジンジャーエール／ラムネ／ザクロスカッシュ／カルピスジュース／カルピスソーダ,パインジュース／柚子スカッシュ／トマトジュース,オレンジジュース／グレープフルーツジュース,蘇るドリンク,生ビール＜中＞,生ビール＜小＞,瓶ビール,ノンアルコールビール,レッドアイ／シャンディガフ／マッコリビア,ホッピー＜外＞,焼酎＜内＞,レモンサワー／パインサワー／カルピスサワー／ライムサワー／ジャスミンハイ／緑茶ハイ,ウーロンハイ／プレーンハイ／グレープフルーツサワー／男梅サワー／バイスサワー,スカッチュ／シークァーサーサワー／マッコリサワー／紀州梅入りサワー／ラムネサワー,生すだちサワー／燃えるトマトサワー／蘇るサワー／黒烏龍茶ハイ／巨峰サワー,グラス,ボトル,角ハイボール,BLACKハイボール,ジンジャーハイボール,ハニーレモンハイボール,ハイサイハイボール,柚子ハイボール,男梅ハイボール,デュワーズハイボール,北新地ハイボール,あんず梅酒,白加賀梅酒,紀州ゆず梅酒,あらごし梅酒,あらごし桃酒,日本酒一合　　豪快［冷・燗］,グラスワイン＜赤/白＞,デキャンタ＜赤/白＞,ボトル＜赤/白＞,カリモッチョ,スプリッツアー,キティ,カシスオレンジ／カシスグレープ／カシスウーロン,レゲーパンチ/ファジーネーブル/ピーチツリーフィズ/ピーチグレープ,カンパリソーダ/カンパリオレンジ/カンパリグレープ,スプモーニ/ラムトニック/キューバリバー,和風ジントニック/ジンリッキー,ディタオレンジ/ディタトニック/ディタコーク,スクリュードライバー/モスコミュール,テキーラサンライズ/テキーラトニック/テキーラサンライズ","[550, 550, 605, 550, 550, 660, 550, 605, 605, 660, 528, 330, 385, 330, 385, 385, 418, 638, 495, 660, 462, 638, 385, 220, 528, 528, 550, 550, 440, 1628, 528, 528, 528, 528, 528, 528, 528, 528, 660, 528, 550, 550, 605, 605, 528, 418, 1485, 2200, 638, 528, 528, 550, 550, 550, 550, 550, 550, 550, 550]",大阪府大阪市北区曽根崎新地１－１１－２４　J-プライドビル1F,焼肉　どんどん　北新地店,06-6442-8898,https://www.hotpepper.jp/strJ000451335/
"＜響ジャパニーズハーモニー＞,響ブレンダーズチョイス,＜サントリー響21年＞,<山崎>,＜シングルモルト山崎12年＞,＜シングルモルト山崎18年＞,<白州>,＜シングルモルト白州18年＞,グレンフィディック12年,グレンフィディック15年,グレンフィディック18年,マッカラン12年,マッカランダブルカスク,マッカラン18年　,ボウモア12年,ボウモア15年,ラフロイグ10年,ラフロイグセレクトカスク,バランタイン　マスターズ,メーカーズマーク,メーカーズマーク４６,ノブクリーク,ノブクリークシングルバレル,ベイゼルヘイデン,カネマラ,カナディアンクラブブラックラベル,ザ・プレミアム・モルツ,響ジャパニーズハーモニー,響ブレンダーズチョイス,響21年,山崎,山崎12年,山崎18年,白州,白州18年,ボウモア12年,ラフロイグ10年,メーカーズマーク46,カナディアンクラブ　ブラックラベル,碧,ジン＆トニック,カシスソーダ,マスカットリキュール”ミスティア”,プラムリキュール”プルシア”,オールフリー,サントリーウーロン茶,ジンジャーエール","[13200, 30800, 82500, 12100, 27500, 82500, 12100, 82500, 10780, 20350, 31900, 20900, 19250, 75900, 10780, 19800, 12980, 9680, 12100, 8250, 12980, 9680, 12100, 12100, 10780, 8800, 880, 968, 1848, 4290, 924, 1738, 4290, 924, 4290, 858, 968, 968, 770, 858, 935, 935, 858, 858, 748, 748, 748]",大阪府大阪市北区大深町3-1グランフロント大阪　ナレッジキャピタル2F,WHISKY BOTTLE BAR（ボトルバー）,06-6359-2177,https://www.hotpepper.jp/strJ001126951/
"ビームハイボール,トリスハイボール,角ハイボール,「名物」勝男トリハイ,しょうがレモントリハイ,コーラトリハイ,ジンジャートリハイ,カルピストリハイ,ゴールデントリハイ,冷え柚子トリハイ,マス男さんビームハイ,マス男さん角ハイ,マス男さんトリハイ,知多　風香るハイボール,サントリーザ・プレミアムモルツ　中ジョッキ,サントリーザ・プレミアムモルツ　約1.5倍のおトクジョッキ！,オールフリー,ソウルマッコリ　グラス,ソウルマッコリ　ボトル,レモンチューハイ,たっぷり果肉レモンチューハイ,カルピスチューハイ,ゴールデンチューハイ,カシスソーダ,カシスオレンジ,マンゴージンジャー,マンゴーオレンジ,シャンディガフ,紀州産 南高梅酒 （ロック・ソーダ）,ぽってりみかん酒,ぽってり桃酒,ぽってりマンゴー酒,ロッシロック （赤・白）,芋焼酎/麦焼酎,日本酒（燗・ひや）,コーラジンジャー/オレンジジンジャー/ジンジャーエールティー,ジンジャーエールカルピス/ロイヤルオレンジ,ウーロン茶/コーラ/ジンジャエール,オレンジジュース/かぼすソーダ/カルピス,リアルゴールド","[198, 165, 220, 275, 308, 308, 308, 308, 330, 330, 385, 418, 308, 308, 198, 286, 308, 385, 1628, 308, 363, 330, 363, 385, 385, 385, 385, 385, 385, 418, 418, 418, 385, 385, 385, 242, 242, 165, 165, 198]",大阪府大阪市北区小松原町１-１２,東通応援団 大分からあげと鉄板焼 勝男,06-6311-8311,https://www.hotpepper.jp/strJ001168978/
"キリン一番搾り,ハートランド（中瓶）,キリン零ICHI(小びん),プレーン,レモン,ライム,巨峰,カルピス,梅酒(ロック・水・ソーダ・お湯),ゆず梅酒,いいちこ,黒霧島,獺祭,久保田（千寿）,八海山特別本醸造,久保田（千寿）,八海山特別本醸造,コーラ,ジンジャーエール,オレンジジュース,カルピス,烏龍茶","[400, 500, 380, 300, 300, 300, 300, 300, 300, 550, 400, 400, 880, 580, 580, 1600, 1600, 300, 300, 300, 300, 300]",大阪府大阪市北区梅田１-11-4 大阪駅前第4ビルB1,龍,050-5453-9922,https://www.hotpepper.jp/strJ001262755/
"生ビール（中）,瓶ビール,アサヒドライゼロ（ノンアルコール）,レモンサワー,ライムサワー,白桃サワー,温州みかんサワー,バナナサワー,柚子サワー,シークァーサーサワー,松竹梅 豪快 二合,嬉助,黒よかいち,梅酒,林檎酒,巨峰酒,マンゴー酒,ハイボール,コ―クハイボール,カシスソーダ,カシスオレンジ,カシスアップル,カシスウーロン,ハウスワイン（赤/白）グラス,ハウスワイン（赤/白）デキャンタ,コカコーラ,オレンジジュース,アップルジュース,カルピス,カルピスソーダ,山ブドウソーダ,ウーロン茶,からだすこやか茶W","[550, 600, 480, 400, 400, 450, 450, 450, 450, 450, 600, 400, 400, 480, 480, 480, 480, 400, 400, 500, 500, 500, 500, 400, 980, 350, 350, 350, 350, 350, 350, 350, 350]",大阪府大阪市北区堂山町１０－２,焼肉＆もつ鍋食べ放題　金29 GOLDEN　MEAT,06-6315-0397,https://www.hotpepper.jp/strJ001125758/
"ジムビーム,角ハイボール,ザ・プレミアムモルツ（中）,ジムビーム,角瓶,紀州南高梅酒/沖縄産　黒糖梅酒/徳島産　柚子梅酒,日本酒　冷/燗　,白鹿　特別純米　山田錦,白鹿　灘仕込み,すっきりトマトサワー/ドライサワー/しょっぱい梅サワー,レモン/ゆず/ライム/カルピス,グラスワイン(赤・白）,赤玉パンチ,わんこ（麦）/なんこ（芋）/鍛高譚（しそ）,中々（麦）/黒霧島（芋）/富乃宝山（芋）,ジントニック/ジンバック/オレンジブロッサム/モスコミュール/スクリュードライバー/ウォッカトニック,カシスオレンジ/カシスソーダ/カシスグレープフルーツ/カシスウーロン,ファジーネーブル/ピーチウーロン/ピーチグレープフルーツ,ライチオレンジ/ライチトニック/ライチグレープフルーツ,マンゴーオレンジ/マンゴージンジャー/マンゴーグレープフルーツ,ウーロン茶/オレンジジュース/ジンジャーエール/ペプシコーラ/グレープフルーツジュース/カルピス,オールフリー","[418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418]",大阪府大阪市北区曽根崎２-8-7 コーストスタジョーネ4F,個室均一居酒屋　きんいち　お初天神店,06-6364-1111,https://www.hotpepper.jp/strJ000690098/
"ジムビーム,角ハイボール,ザ・プレミアムモルツ（中）,ジムビーム,角瓶,紀州南高梅酒/沖縄産　黒糖梅酒/徳島産　柚子梅酒,日本酒　冷/燗　,白鹿　特別純米　山田錦,白鹿　灘仕込み,すっきりトマトサワー/ドライサワー/しょっぱい梅サワー,レモン/ゆず/ライム/カルピス,グラスワイン(赤・白）,赤玉パンチ,わんこ（麦）/なんこ（芋）/鍛高譚（しそ）,中々（麦）/黒霧島（芋）/富乃宝山（芋）,ジントニック/ジンバック/オレンジブロッサム/モスコミュール/スクリュードライバー/ウォッカトニック,カシスオレンジ/カシスソーダ/カシスグレープフルーツ/カシスウーロン,ファジーネーブル/ピーチウーロン/ピーチグレープフルーツ,ライチオレンジ/ライチトニック/ライチグレープフルーツ,マンゴーオレンジ/マンゴージンジャー/マンゴーグレープフルーツ,ウーロン茶/オレンジジュース/ジンジャーエール/ペプシコーラ/グレープフルーツジュース/カルピス,オールフリー","[418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418, 418]",大阪府大阪市北区曽根崎２-8-7　コーストスタジョーネ4階,食べ放題専門居酒屋　日本一　梅田店,06-6364-3833,https://www.hotpepper.jp/strJ001029469/
"自家製ラッシー,生ビール,小ビール,ノンアルコールビール,トリスハイボール,ビームハイボール,ジンジャーハイボール,コーラハイボール,レモン酎ハイ,ライム酎ハイ,ゆず酎ハイ,生スパークリング,赤ワイン,白ワイン,梅酒,焼酎,オレンジジュース,コカ・コーラ,グレープフルーツジュース,ジンジャーエール,アイスコーヒー,自家製ラッシー","[250, 450, 300, 450, 190, 380, 380, 380, 380, 380, 380, 380, 190, 190, 380, 380, 250, 250, 250, 250, 275, 250]",大阪府大阪市北区角田町３－２５　EST１F,樹里カレー,050-5831-6022,https://www.hotpepper.jp/strJ001282740/
"生ビール,ビア（カクテル）,◇超炭酸角ハイボール,◇超炭酸ジムビームハイボール,◇メーカーズクラフトハイボール,角ハイカクテル,サワー　各種,ジンカクテル,その他カクテル,カクテル（カシス）,カクテル（ピーチ）,カクテル（ヨーグリート）,グラスワイン,ワインカクテル　各種,デキャンタ,◇わんこ,◇中々,◇なんこ,◇黒霧島,◇富乃宝山,◇鍛高譚,◇鏡月（アセロラ）,ボトル,◇龍神一献（燗・冷）,◇南高梅酒,◇ソウルマッコリ　グラス,◇ソウルマッコリ　デキャンタ500ml,◇オールフリー,◇まるで梅酒なノンアルコールドリンク,ノンアルコールカクテル,◇黒ウーロン茶,その他ソフトドリンク","[550, 450, 399, 399, 499, 499, 399, 550, 450, 399, 399, 399, 450, 450, 1650, 399, 399, 399, 399, 550, 499, 499, 3850, 450, 420, 399, 1080, 550, 399, 399, 199, 299]",大阪府大阪市北区豊崎２-4-24,炭火焼肉 誕生日　神戸あぶり牧場　北梅田店　神戸牛　精肉店直営,050-5450-2801,https://www.hotpepper.jp/strJ001232462/
サッポロ生ビール　黒ラベル（樽生）　タンブラー,[530],大阪府大阪市北区角田町梅田地下街２－９　ノースモールＢ２,肉屋の肉バル　TAJIMAYA ホワイティ梅田店,06-6809-2949,https://www.hotpepper.jp/strJ001155064/
"ジムビームハイボール,ゆずハイボール／コーラハイボール／ジンジャーハイボール,青りんごハイボール／レモンハイボール／ライチハイボール,巨峰ハイボール／ライムハイボール／カルピスハイボール,超炭酸角ハイボール,角ハイコーラ／角ハイジンジャー,メガ角ハイボール,メーカーズクラフト ハイボール,サントリー 知多　風香るハイボール,【生ビール】ザ・プレミアム・モルツ＜香る＞エール,【瓶ビール】ザ・モルツ　中瓶,【瓶ビール】アサヒスーパードライ　中瓶,【瓶ビール】キリン一番搾り　中瓶,オールフリー,氷でキンキンオールフリー,【フレーバー焼酎】ふんわり鏡月　アセロラ／ゆず／ライチ,【麦】八重丸 (ショット),【麦】いいちこ (ショット),【麦】二階堂 (ショット),【麦】知心剣 (ショット),【麦】中々 (ショット),【芋】黒霧島 (ショット),【芋】白波 (ショット),【芋】黒丸 (ショット),【芋】一刻者 (ショット),【芋】富乃宝山 (ショット),【しそ】鍛高譚 (ショット),【黒糖】れんと (ショット),清酒　小,冷酒,赤玉パンチ,カルロ　ロッシ（赤／白）,サングリア,生搾りレモン／生搾りグレープフルーツ,レモン／ゆず／ライム／巨峰／梅,青りんご／ライチ／ピーチ／カルピス,ウーロンハイ／緑茶ハイ,《ザウザスカッシュ》 レモン／ライム／ゆず,カシスソーダ／カシスオレンジ／カシスウーロン,ピーチソーダ／ピーチオレンジ／ピーチウーロン,カルーアミルク／シャンディガフ,澄みわたる梅酒／澄みわたる葡萄酒,紀州産 南高梅酒／徳島産 柚子梅酒,杏露酒,ウーロン茶／緑茶,コーラ／ジンジャーエール,カルピスソーダ／カルピス,オレンジジュース100％／リアルゴールド","[439, 439, 439, 439, 439, 439, 792, 528, 638, 439, 638, 638, 638, 528, 528, 418, 462, 462, 462, 528, 638, 462, 462, 462, 528, 638, 528, 528, 385, 660, 528, 550, 550, 549, 439, 439, 439, 528, 528, 528, 528, 550, 550, 550, 275, 275, 275, 275]",大阪府大阪市北区堂山町5-9　扇会館,新世界　串カツ　いっとく　阪急梅田堂山店,06-6362-9499,https://www.hotpepper.jp/strJ001171158/
"星空梅酒,星空マンゴー,星空りんご,星空パイン,星空もも,こだわり酒場　サワー　プレーン,こだわり酒場　塩サワー　プレーン,鏡月　サワー　プレーン,鏡月　塩サワー　プレーン,フレーバー　レモン　,フレーバー　ガリ/梅/トマト　,フレーバー　ゆず/すだち　,芋焼酎,麦焼酎,角,知多,碧,ザ・プレミアム・モルツ（生小）,ザ・プレミアム・モルツ（生中）,ザ・プレミアム・モルツ（中瓶）,スーパードライ（中瓶）,シャンディガフ,レッドアイ,オールフリー（ノンアルコール）,ソーダ／ロック,トニック/ジンジャー/オレンジ,豪快　1合（燗・冷）,すだち冷酒,浪乃音　新走り　本醸造　無濾過生原酒,聚楽第　吟醸あらばしり,開運　純米吟醸,澤乃井　奥多摩湧き水仕込みカップ,会津　ほまれカップ,若戎　本醸造　まるみえカップ,上撰　瑞鷹　くまもとカップ,秋鹿　千秋　バンビカップ,ジャパンプレミアム　甲州,ジャパンプレミアム　マスカットベリー,オーガニックワイン　グラス（赤・白）,オーガニックワイン　パック（赤・白）,スパークリングワイン　グラス,スパークリングワイン　ミニボトル,オペレーター,キティ,赤玉パンチ,紀州産　南高梅酒,山崎　樽仕上げ梅酒,もも酒,パイン酒,マンゴー酒,青りんご酒,黒ウーロン茶,緑茶,ジャスミン茶,炭酸水,オレンジジュース,コカ・コーラ,ジンジャーエール,トマトジュース","[550, 550, 550, 550, 550, 187, 220, 198, 231, 22, 121, 143, 418, 418, 429, 858, 1078, 330, 418, 616, 550, 385, 385, 385, 418, 462, 429, 429, 748, 902, 935, 968, 968, 1078, 1078, 1518, 759, 759, 715, 968, 990, 1760, 528, 528, 418, 330, 385, 418, 418, 418, 418, 308, 308, 308, 308, 308, 308, 308, 330]",大阪府大阪市北区曽根崎２-10-14,鶴すし　梅田お初天神店,050-5831-0747,https://www.hotpepper.jp/strJ001281847/
"アサヒスーパードライ　瓶ビール（中）,ドライゼロ（小）,ライチハイボール,巨峰ハイボール,ライムハイボール,カルピスハイボール,梅ハイボール,青りんごハイボール,ピーチハイボール,カシスオレンジ,カシスソーダ,カシスウーロン,ファジーネーブル,ピーチソーダ,ピーチウーロン,シャンディガフ,巨峰サワー,梅サワー,青りんごサワー,ライチサワー,ピーチサワー,カルピスサワー,生絞りレモンサワー,生絞りグレープフルーツサワー,ウーロンハイ,いっとくサワー,ウーロン茶,カルピス,カルピスソーダ,リアルゴールド","[638, 528, 439, 439, 439, 439, 439, 439, 439, 528, 528, 528, 528, 528, 528, 528, 439, 439, 439, 439, 439, 439, 549, 549, 549, 549, 275, 275, 275, 275]",大阪府大阪市北区梅田１－１１－４　大阪駅前第4ビル　地下2階,新世界串カツ　いっとく　大阪駅前第４ビル店,06-6348-9499,https://www.hotpepper.jp/strJ001153979/
drink_name,drink_price,restaurant_address,restaurant_name,restaurant_tel,restaurant_url
